AirSystems
,,Fan Capacity,,,,Fan Pwr (Design),,,,,Fan Pwr Ratio,,,,Fan Pwr Adj
System Name,Type,Supply Fan Capacity,Return Fan Capacity,Relief Fan Capacity,Exhaust Fan Capacity,Supply Fan Pwr,Return Fan Pwr,Relief Fan Pwr,Exhaust Fan Pwr,Total System Fan Pwr,Supply Fan Pwr Ratio,Return Fan Pwr Ratio,Relief Fan Pwr Ratio,Exhaust Fan Pwr Ratio,Total Exhaust Fan Pwr Adj,Total NonExhaust Fan Pwr Adj,Total System Fan Pwr Adj,Fully Ducted Exhaust Pressure Drop Adj,Exhaust Filter Pressure Drop Adj,Biosafety Cabinet Pressure Drop Adj,Fully Ducted Return Pressure Drop Adj,MERV16 Filter Pressure Drop Adj,Air Cleaner Pressure Drop Adj,Fully Ducted Exhaust Design Flow,Exhaust Filter Design Flow,Biosafety Design Flow,Fully Ducted Return Design Flow,MERV16 Filter Design Flow,Air Cleaner Design Flow
,,(cfm),(cfm),(cfm),(cfm),(kW),(kW),(kW),(kW),(kW),(frac.),(frac.),(frac.),(frac.),(bhp),(bhp),(bhp),(in. w.c.),(in. w.c.),(in. w.c.),(in. w.c.),(in. w.c.),(in. w.c.),(cfm),(cfm),(cfm),(cfm),(cfm),(cfm)
"BaseAirSys5","PVAV",19474.4,0.0,0.0,0.0,20.167,0.000,0.000,0.000,20.274,1.000,0.000,0.000,0.000,0.000,0.000,0.000,-99996.0,-99996.0,-99996.0,-99996.0,-99996.0,-99996.0,-99996,-99996,-99996,-99996,-99996,-99996
"BaseAirSys5-2","PVAV",1781.4,0.0,0.0,0.0,1.929,0.000,0.000,0.000,0.423,1.000,0.000,0.000,0.000,0.000,0.000,0.000,-99996.0,-99996.0,-99996.0,-99996.0,-99996.0,-99996.0,-99996,-99996,-99996,-99996,-99996,-99996
"BaseAirSys5-3","PVAV",1792.6,0.0,0.0,0.0,1.941,0.000,0.000,0.000,0.141,1.000,0.000,0.000,0.000,0.000,0.000,0.000,-99996.0,-99996.0,-99996.0,-99996.0,-99996.0,-99996.0,-99996,-99996,-99996,-99996,-99996,-99996

ZoneSystems
,,Fan Capacity,,,,Fan Pwr (Design),,,,,Fan Pwr Ratio,,,,Fan Pwr Adj
System Name,Type,Supply Fan Capacity,Return Fan Capacity,Relief Fan Capacity,Exhaust Fan Capacity,Supply Fan Pwr,Return Fan Pwr,Relief Fan Pwr,Exhaust Fan Pwr,Total System Fan Pwr,Supply Fan Pwr Ratio,Return Fan Pwr Ratio,Relief Fan Pwr Ratio,Exhaust Fan Pwr Ratio,Total Exhaust Fan Pwr Adj,Total NonExhaust Fan Pwr Adj,Total System Fan Pwr Adj,Fully Ducted Exhaust Pressure Drop Adj,Exhaust Filter Pressure Drop Adj,Biosafety Cabinet Pressure Drop Adj,Fully Ducted Return Pressure Drop Adj,MERV16 Filter Pressure Drop Adj,Air Cleaner Pressure Drop Adj,Fully Ducted Exhaust Design Flow,Exhaust Filter Design Flow,Biosafety Design Flow,Fully Ducted Return Design Flow,MERV16 Filter Design Flow,Air Cleaner Design Flow
,,(cfm),(cfm),(cfm),(cfm),(kW),(kW),(kW),(kW),(kW),(frac.),(frac.),(frac.),(frac.),(bhp),(bhp),(bhp),(in. w.c.),(in. w.c.),(in. w.c.),(in. w.c.),(in. w.c.),(in. w.c.),(cfm),(cfm),(cfm),(cfm),(cfm),(cfm)
"BaseZnSys1","SZAC",352.2,0,0,-99996.0,0.123,0,0,-99996.000,0.168,0.874,0,0,0.126,0.000,0.000,0.000,-99996.0,-99996.0,0,-99996.0,-99996.0,-99996,-99996,0,-99996,-99996
"BaseZnSys1-2","SZAC",323.3,0,0,-99996.0,0.113,0,0,-99996.000,0.189,0.776,0,0,0.224,0.000,0.000,0.000,-99996.0,-99996.0,0,-99996.0,-99996.0,-99996,-99996,0,-99996,-99996
"BaseZnSys1-3","SZAC",353.7,0,0,-99996.0,0.124,0,0,-99996.000,0.189,0.776,0,0,0.224,0.000,0.000,0.000,-99996.0,-99996.0,0,-99996.0,-99996.0,-99996,-99996,0,-99996,-99996
"BaseZnSys1-4","SZAC",235.0,0,0,-99996.0,0.082,0,0,-99996.000,0.258,0.588,0,0,0.412,0.000,0.000,0.000,-99996.0,-99996.0,0,-99996.0,-99996.0,-99996,-99996,0,-99996,-99996
"BaseZnSys1-5","SZAC",324.5,0,0,-99996.0,0.114,0,0,-99996.000,0.284,0.776,0,0,0.224,0.000,0.000,0.000,-99996.0,-99996.0,0,-99996.0,-99996.0,-99996,-99996,0,-99996,-99996
"BaseZnSys1-6","SZAC",501.2,0,0,-99996.0,0.175,0,0,-99996.000,0.316,0.697,0,0,0.303,0.000,0.000,0.000,-99996.0,-99996.0,0,-99996.0,-99996.0,-99996,-99996,0,-99996,-99996
"BaseZnSys1-7","SZAC",569.2,0,0,-99996.0,0.199,0,0,-99996.000,0.316,0.697,0,0,0.303,0.000,0.000,0.000,-99996.0,-99996.0,0,-99996.0,-99996.0,-99996,-99996,0,-99996,-99996
"BaseZnSys1-8","SZAC",649.2,0,0,-99996.0,0.227,0,0,-99996.000,0.330,0.873,0,0,0.127,0.000,0.000,0.000,-99996.0,-99996.0,0,-99996.0,-99996.0,-99996,-99996,0,-99996,-99996
"BaseZnSys1-9","SZAC",749.6,0,0,-99996.0,0.262,0,0,-99996.000,0.330,0.873,0,0,0.127,0.000,0.000,0.000,-99996.0,-99996.0,0,-99996.0,-99996.0,-99996,-99996,0,-99996,-99996
"BaseZnSys1-10","SZAC",453.2,0,0,-99996.0,0.159,0,0,-99996.000,0.128,0.859,0,0,0.141,0.000,0.000,0.000,-99996.0,-99996.0,0,-99996.0,-99996.0,-99996,-99996,0,-99996,-99996
"BaseZnSys1-11","SZAC",441.1,0,0,-99996.0,0.154,0,0,-99996.000,0.128,0.859,0,0,0.141,0.000,0.000,0.000,-99996.0,-99996.0,0,-99996.0,-99996.0,-99996,-99996,0,-99996,-99996
"BaseZnSys1-12","SZAC",441.1,0,0,-99996.0,0.154,0,0,-99996.000,0.168,0.874,0,0,0.126,0.000,0.000,0.000,-99996.0,-99996.0,0,-99996.0,-99996.0,-99996,-99996,0,-99996,-99996
"BaseZnSys1-13","SZAC",385.6,0,0,-99996.0,0.135,0,0,-99996.000,0.189,0.776,0,0,0.224,0.000,0.000,0.000,-99996.0,-99996.0,0,-99996.0,-99996.0,-99996,-99996,0,-99996,-99996
"BaseZnSys1-14","SZAC",460.6,0,0,-99996.0,0.161,0,0,-99996.000,0.189,0.776,0,0,0.224,0.000,0.000,0.000,-99996.0,-99996.0,0,-99996.0,-99996.0,-99996,-99996,0,-99996,-99996
"BaseZnSys1-15","SZAC",323.3,0,0,-99996.0,0.113,0,0,-99996.000,0.258,0.588,0,0,0.412,0.000,0.000,0.000,-99996.0,-99996.0,0,-99996.0,-99996.0,-99996,-99996,0,-99996,-99996
"BaseZnSys1-16","SZAC",460.9,0,0,-99996.0,0.161,0,0,-99996.000,0.284,0.776,0,0,0.224,0.000,0.000,0.000,-99996.0,-99996.0,0,-99996.0,-99996.0,-99996,-99996,0,-99996,-99996
"BaseZnSys1-17","SZAC",575.2,0,0,-99996.0,0.201,0,0,-99996.000,0.316,0.697,0,0,0.303,0.000,0.000,0.000,-99996.0,-99996.0,0,-99996.0,-99996.0,-99996,-99996,0,-99996,-99996
"BaseZnSys1-18","SZAC",688.5,0,0,-99996.0,0.241,0,0,-99996.000,0.316,0.697,0,0,0.303,0.000,0.000,0.000,-99996.0,-99996.0,0,-99996.0,-99996.0,-99996,-99996,0,-99996,-99996
"BaseZnSys1-19","SZAC",740.5,0,0,-99996.0,0.259,0,0,-99996.000,0.330,0.873,0,0,0.127,0.000,0.000,0.000,-99996.0,-99996.0,0,-99996.0,-99996.0,-99996,-99996,0,-99996,-99996
"BaseZnSys1-20","SZAC",891.8,0,0,-99996.0,0.312,0,0,-99996.000,0.330,0.873,0,0,0.127,0.000,0.000,0.000,-99996.0,-99996.0,0,-99996.0,-99996.0,-99996,-99996,0,-99996,-99996
"BaseZnSys1-21","SZAC",525.5,0,0,-99996.0,0.184,0,0,-99996.000,0.128,0.859,0,0,0.141,0.000,0.000,0.000,-99996.0,-99996.0,0,-99996.0,-99996.0,-99996,-99996,0,-99996,-99996
"BaseZnSys1-22","SZAC",496.6,0,0,-99996.0,0.174,0,0,-99996.000,0.128,0.859,0,0,0.141,0.000,0.000,0.000,-99996.0,-99996.0,0,-99996.0,-99996.0,-99996,-99996,0,-99996,-99996

Thermal Zone
,,,,,,Fan Capacity,,,Fan Flow Ratio,,,Fan Pwr,,,,,Fan Pwr Adj
Name,Pri. HVAC Sys.,Vent. Sys.,Exhaust Sys.,Floor Area,Multiplier,Pri. System Flow,Ventilation System Flow,Exhaust Flow,Zn. Pri. Air Flow to Sys. Air Flow Ratio,Zn. Vent. to Sys. Air Flow Ratio,Zn. Exhaust to Sys. Air Flow Ratio,Prop. Supply Fan Pwr.,Prop. Return Fan Pwr.,Prop. Relief Fan Pwr.,Prop. Exhaust Fan Pwr.,Total Prop. Fan Pwr,Total Exhaust Fan Pwr. Adj,Total NonExhaust Fan Pwr. Adj,Total Fan Pwr. Adj,Fully Ducted Exhaust Pwr Adj,Exhaust Filter Fan Pwr Adj,Biosafety Cabinet Fan Pwr Adj,Fully Ducted Return Fan Pwr Adj,MERV16 Fan Pwr Adj,Air Cleaner Fan Pwr Adj,Exhaust Fan Motor BHP
,,,,(ft2),,(cfm),(cfm),(cfm),(frac.),(frac.),(frac.),(kW),(kW),(kW),(kW),(kW),(bhp),(bhp),(bhp),(bhp),(bhp),(bhp),(bhp),(bhp),(bhp),(bhp)
"Thermal Zone: F1 Business Center","BaseAirSys5","BaseAirSys5","NONE",360.0,1,509.6,509.6,0.0,0.026,0.000,0.000,0.521,0.000,0.000,0.000,0.521,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-99996.000
"Thermal Zone: F1 Corridor","BaseAirSys5","BaseAirSys5","NONE",1920.0,1,1696.6,1696.6,0.0,0.085,0.000,0.000,1.719,0.000,0.000,0.000,1.719,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-99996.000
"Thermal Zone: F1 Lounge","BaseAirSys5","BaseAirSys5","NONE",1050.0,1,1284.9,1284.9,0.0,0.067,0.000,0.000,1.351,0.000,0.000,0.000,1.351,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-99996.000
"Thermal Zone: F1 Fitness Center","BaseAirSys5","BaseAirSys5","NONE",900.0,1,707.4,707.4,0.0,0.037,0.000,0.000,0.754,0.000,0.000,0.000,0.754,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-99996.000
"Thermal Zone: F1 Leasing Office","BaseAirSys5","BaseAirSys5","NONE",345.0,1,346.7,346.7,0.0,0.017,0.000,0.000,0.351,0.000,0.000,0.000,0.351,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-99996.000
"Thermal Zone: F1 Mechanical Room","BaseAirSys5","BaseAirSys5","NONE",432.0,1,675.9,675.9,0.0,0.034,0.000,0.000,0.697,0.000,0.000,0.000,0.697,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-99996.000
"Thermal Zone: F1 Retail N-NW","BaseAirSys5","BaseAirSys5","NONE",5985.0,1,4780.5,4780.5,0.0,0.243,0.000,0.000,4.926,0.000,0.000,0.000,4.926,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-99996.000
"Thermal Zone: F1 Retail NE","BaseAirSys5","BaseAirSys5","NONE",4320.0,1,3528.9,3528.9,0.0,0.184,0.000,0.000,3.740,0.000,0.000,0.000,3.740,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-99996.000
"Thermal Zone: F1 Retail SE","BaseAirSys5","BaseAirSys5","NONE",2880.0,1,2367.2,2367.2,0.0,0.123,0.000,0.000,2.498,0.000,0.000,0.000,2.498,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-99996.000
"Thermal Zone: F1 Retail SW","BaseAirSys5","BaseAirSys5","NONE",4428.0,1,3576.7,3576.7,0.0,0.183,0.000,0.000,3.716,0.000,0.000,0.000,3.716,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-99996.000
"Thermal Zone: F2-4 1-Bed Core N","BaseZnSys1","NONE","NONE",720.0,3,352.2,0.0,36.6,1.000,0.000,1.000,0.147,0.000,0.000,0.021,0.168,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.024
"Thermal Zone: F2-4 1-Bed Core West","BaseZnSys1-2","NONE","NONE",1440.0,3,323.3,0.0,73.2,1.000,0.000,2.000,0.147,0.000,0.000,0.042,0.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.049
"Thermal Zone: F2-4 1-Bed Core East","BaseZnSys1-3","NONE","NONE",1440.0,3,353.7,0.0,73.2,1.000,0.000,2.000,0.147,0.000,0.000,0.042,0.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.049
"Thermal Zone: F2-4 1-Bed North","BaseZnSys1-4","NONE","NONE",3720.0,3,235.0,0.0,186.6,1.000,0.000,5.000,0.152,0.000,0.000,0.106,0.258,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.124
"Thermal Zone: F2-4 2-Bed Core NE-NW","BaseZnSys1-5","NONE","NONE",2160.0,3,324.5,0.0,109.8,1.000,0.000,2.000,0.220,0.000,0.000,0.064,0.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.073
"Thermal Zone: F2-4 2-Bed East","BaseZnSys1-6","NONE","NONE",3240.0,3,501.2,0.0,164.7,1.000,0.000,3.000,0.220,0.000,0.000,0.096,0.316,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.110
"Thermal Zone: F2-4 2-Bed West","BaseZnSys1-7","NONE","NONE",3240.0,3,569.2,0.0,164.7,1.000,0.000,3.000,0.220,0.000,0.000,0.096,0.316,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.110
"Thermal Zone: F2-4 3-Bed NE","BaseZnSys1-8","NONE","NONE",1410.0,3,649.2,0.0,72.3,1.000,0.000,1.000,0.288,0.000,0.000,0.042,0.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.048
"Thermal Zone: F2-4 3-Bed NW","BaseZnSys1-9","NONE","NONE",1410.0,3,749.6,0.0,72.3,1.000,0.000,1.000,0.288,0.000,0.000,0.042,0.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.048
"Thermal Zone: F2-4 Studio SE","BaseZnSys1-10","NONE","NONE",540.0,3,453.2,0.0,31.2,1.000,0.000,1.000,0.110,0.000,0.000,0.018,0.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.021
"Thermal Zone: F2-4 Studio SW","BaseZnSys1-11","NONE","NONE",540.0,3,441.1,0.0,31.2,1.000,0.000,1.000,0.110,0.000,0.000,0.018,0.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.021
"Thermal Zone: F2-4 Corridor","BaseAirSys5-2","BaseAirSys5-2","NONE",2760.0,3,1781.4,1781.4,0.0,0.750,0.000,0.000,0.423,0.000,0.000,0.000,0.423,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-99996.000
"Thermal Zone: F5 1-Bed Core N","BaseZnSys1-12","NONE","NONE",720.0,1,441.1,0.0,36.6,1.000,0.000,1.000,0.147,0.000,0.000,0.021,0.168,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.024
"Thermal Zone: F5 1-Bed Core West","BaseZnSys1-13","NONE","NONE",1440.0,1,385.6,0.0,73.2,1.000,0.000,2.000,0.147,0.000,0.000,0.042,0.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.049
"Thermal Zone: F5 1-Bed Core East","BaseZnSys1-14","NONE","NONE",1440.0,1,460.6,0.0,73.2,1.000,0.000,2.000,0.147,0.000,0.000,0.042,0.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.049
"Thermal Zone: F5 1-Bed North","BaseZnSys1-15","NONE","NONE",3720.0,1,323.3,0.0,186.6,1.000,0.000,5.000,0.152,0.000,0.000,0.106,0.258,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.124
"Thermal Zone: F5 2-Bed Core NE-NW","BaseZnSys1-16","NONE","NONE",2160.0,1,460.9,0.0,109.8,1.000,0.000,2.000,0.220,0.000,0.000,0.064,0.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.073
"Thermal Zone: F5 2-Bed East","BaseZnSys1-17","NONE","NONE",3240.0,1,575.2,0.0,164.7,1.000,0.000,3.000,0.220,0.000,0.000,0.096,0.316,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.110
"Thermal Zone: F5 2-Bed West","BaseZnSys1-18","NONE","NONE",3240.0,1,688.5,0.0,164.7,1.000,0.000,3.000,0.220,0.000,0.000,0.096,0.316,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.110
"Thermal Zone: F5 3-Bed NE","BaseZnSys1-19","NONE","NONE",1410.0,1,740.5,0.0,72.3,1.000,0.000,1.000,0.288,0.000,0.000,0.042,0.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.048
"Thermal Zone: F5 3-Bed NW","BaseZnSys1-20","NONE","NONE",1410.0,1,891.8,0.0,72.3,1.000,0.000,1.000,0.288,0.000,0.000,0.042,0.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.048
"Thermal Zone: F5 Studio SE","BaseZnSys1-21","NONE","NONE",540.0,1,525.5,0.0,31.2,1.000,0.000,1.000,0.110,0.000,0.000,0.018,0.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.021
"Thermal Zone: F5 Studio SW","BaseZnSys1-22","NONE","NONE",540.0,1,496.6,0.0,31.2,1.000,0.000,1.000,0.110,0.000,0.000,0.018,0.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.021
"Thermal Zone: F5 Corridor","BaseAirSys5-3","BaseAirSys5-3","NONE",2760.0,1,1792.6,1792.6,0.0,0.250,0.000,0.000,0.141,0.000,0.000,0.000,0.141,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-99996.000
"Thermal Zone: Parking Garage","NONE","NONE","NONE",27900.0,1,0.0,0.0,20925.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.142
